ID,WBS,Task Name,Duration (days),Start,Finish,Predecessors,Resource Names,Lump-Sum Cost (USD),Resource-Based Cost (USD),Cost1 (Resource-Based),Cost2 (Resource-Based)
630,3.15.8,Zone 15 - install tube supports & saddles,14,2031-01-10,2031-01-23,,Assembly Crew,90000,81000,81000,81000
631,3.15.9,Zone 15 - tube section lift & place (10 sections),30,2031-01-25,2031-02-23,,Heavy Lift,250000,225000,225000,225000
632,3.15.10,Zone 15 - tube welding & seal welding,14,2031-02-24,2031-03-09,,Welding Team,80000,72000,72000,72000
633,3.15.11,Zone 15 - NDT & pressure testing,10,2031-03-11,2031-03-20,,QA Team,40000,36000,36000,36000
634,3.15.12,Zone 15 - pipework & HVAC for tube segment,21,2031-03-26,2031-04-15,,MEP Contractor,90000,81000,81000,81000
635,3.15.13,Zone 15 - install access hatches & maintenance walkways,10,2031-04-20,2031-04-29,,Steel Erector,30000,27000,27000,27000
636,3.15.14,Zone 15 - local controller & sensors install,14,2031-04-30,2031-05-13,,Control Systems,50000,45000,45000,45000
637,3.15.15,Zone 15 - cable tray & fiber install,10,2031-05-15,2031-05-24,,Telco Contractor,30000,27000,27000,27000
638,3.15.16,Zone 15 - access road rehabilitation,7,2031-05-30,2031-06-05,,Civil Contractor,15000,13500,13500,13500
639,3.16.1,Zone 16 - mobilize site compound,14,2030-10-14,2030-10-27,,Construction Contractor,50000,45000,45000,45000
640,3.16.2,Zone 16 - establish access roads,21,2030-10-19,2030-11-08,,Civil Contractor,80000,72000,72000,72000
641,3.16.3,Zone 16 - utility diversions & protections,28,2030-10-24,2030-11-20,,Utilities Contractor,100000,90000,90000,90000
642,3.16.4,Zone 16 - pile layout & markout,7,2030-10-26,2030-11-01,,Survey Team,15000,13500,13500,13500
643,3.16.5,Zone 16 - bore piles / drilled shafts (batch),30,2030-11-03,2030-12-02,,Pile Contractor,300000,270000,270000,270000
644,3.16.6,Zone 16 - cap beams & pile caps,14,2030-12-03,2030-12-16,,Concrete Contractor,120000,108000,108000,108000
645,3.16.7,Zone 16 - erect pylon segments 1-5,21,2030-12-23,2031-01-12,,Steel Erector,180000,162000,162000,162000
646,3.16.8,Zone 16 - install tube supports & saddles,14,2031-01-17,2031-01-30,,Assembly Crew,90000,81000,81000,81000
647,3.16.9,Zone 16 - tube section lift & place (10 sections),30,2031-02-01,2031-03-02,,Heavy Lift,250000,225000,225000,225000
648,3.16.10,Zone 16 - tube welding & seal welding,14,2031-03-03,2031-03-16,,Welding Team,80000,72000,72000,72000
649,3.16.11,Zone 16 - NDT & pressure testing,10,2031-03-18,2031-03-27,,QA Team,40000,36000,36000,36000
650,3.16.12,Zone 16 - pipework & HVAC for tube segment,21,2031-04-02,2031-04-22,,MEP Contractor,90000,81000,81000,81000
651,3.16.13,Zone 16 - install access hatches & maintenance walkways,10,2031-04-27,2031-05-06,,Steel Erector,30000,27000,27000,27000
652,3.16.14,Zone 16 - local controller & sensors install,14,2031-05-07,2031-05-20,,Control Systems,50000,45000,45000,45000
653,3.16.15,Zone 16 - cable tray & fiber install,10,2031-05-22,2031-05-31,,Telco Contractor,30000,27000,27000,27000
654,3.16.16,Zone 16 - access road rehabilitation,7,2031-06-06,2031-06-12,,Civil Contractor,15000,13500,13500,13500
655,3.17.1,Zone 17 - mobilize site compound,14,2030-10-21,2030-11-03,,Construction Contractor,50000,45000,45000,45000
656,3.17.2,Zone 17 - establish access roads,21,2030-10-26,2030-11-15,,Civil Contractor,80000,72000,72000,72000
657,3.17.3,Zone 17 - utility diversions & protections,28,2030-10-31,2030-11-27,,Utilities Contractor,100000,90000,90000,90000
658,3.17.4,Zone 17 - pile layout & markout,7,2030-11-02,2030-11-08,,Survey Team,15000,13500,13500,13500
659,3.17.5,Zone 17 - bore piles / drilled shafts (batch),30,2030-11-10,2030-12-09,,Pile Contractor,300000,270000,270000,270000
660,3.17.6,Zone 17 - cap beams & pile caps,14,2030-12-10,2030-12-23,,Concrete Contractor,120000,108000,108000,108000
661,3.17.7,Zone 17 - erect pylon segments 1-5,21,2030-12-30,2031-01-19,,Steel Erector,180000,162000,162000,162000
662,3.17.8,Zone 17 - install tube supports & saddles,14,2031-01-24,2031-02-06,,Assembly Crew,90000,81000,81000,81000
663,3.17.9,Zone 17 - tube section lift & place (10 sections),30,2031-02-08,2031-03-09,,Heavy Lift,250000,225000,225000,225000
664,3.17.10,Zone 17 - tube welding & seal welding,14,2031-03-10,2031-03-23,,Welding Team,80000,72000,72000,72000
665,3.17.11,Zone 17 - NDT & pressure testing,10,2031-03-25,2031-04-03,,QA Team,40000,36000,36000,36000
666,3.17.12,Zone 17 - pipework & HVAC for tube segment,21,2031-04-09,2031-04-29,,MEP Contractor,90000,81000,81000,81000
667,3.17.13,Zone 17 - install access hatches & maintenance walkways,10,2031-05-04,2031-05-13,,Steel Erector,30000,27000,27000,27000
668,3.17.14,Zone 17 - local controller & sensors install,14,2031-05-14,2031-05-27,,Control Systems,50000,45000,45000,45000
669,3.17.15,Zone 17 - cable tray & fiber install,10,2031-05-29,2031-06-07,,Telco Contractor,30000,27000,27000,27000
670,3.17.16,Zone 17 - access road rehabilitation,7,2031-06-13,2031-06-19,,Civil Contractor,15000,13500,13500,13500
671,3.18.1,Zone 18 - mobilize site compound,14,2030-10-28,2030-11-10,,Construction Contractor,50000,45000,45000,45000
672,3.18.2,Zone 18 - establish access roads,21,2030-11-02,2030-11-22,,Civil Contractor,80000,72000,72000,72000
673,3.18.3,Zone 18 - utility diversions & protections,28,2030-11-07,2030-12-04,,Utilities Contractor,100000,90000,90000,90000
674,3.18.4,Zone 18 - pile layout & markout,7,2030-11-09,2030-11-15,,Survey Team,15000,13500,13500,13500
675,3.18.5,Zone 18 - bore piles / drilled shafts (batch),30,2030-11-17,2030-12-16,,Pile Contractor,300000,270000,270000,270000
676,3.18.6,Zone 18 - cap beams & pile caps,14,2030-12-17,2030-12-30,,Concrete Contractor,120000,108000,108000,108000
677,3.18.7,Zone 18 - erect pylon segments 1-5,21,2031-01-06,2031-01-26,,Steel Erector,180000,162000,162000,162000
678,3.18.8,Zone 18 - install tube supports & saddles,14,2031-01-31,2031-02-13,,Assembly Crew,90000,81000,81000,81000
679,3.18.9,Zone 18 - tube section lift & place (10 sections),30,2031-02-15,2031-03-16,,Heavy Lift,250000,225000,225000,225000
680,3.18.10,Zone 18 - tube welding & seal welding,14,2031-03-17,2031-03-30,,Welding Team,80000,72000,72000,72000
681,3.18.11,Zone 18 - NDT & pressure testing,10,2031-04-01,2031-04-10,,QA Team,40000,36000,36000,36000
682,3.18.12,Zone 18 - pipework & HVAC for tube segment,21,2031-04-16,2031-05-06,,MEP Contractor,90000,81000,81000,81000
683,3.18.13,Zone 18 - install access hatches & maintenance walkways,10,2031-05-11,2031-05-20,,Steel Erector,30000,27000,27000,27000
684,3.18.14,Zone 18 - local controller & sensors install,14,2031-05-21,2031-06-03,,Control Systems,50000,45000,45000,45000
685,3.18.15,Zone 18 - cable tray & fiber install,10,2031-06-05,2031-06-14,,Telco Contractor,30000,27000,27000,27000
686,3.18.16,Zone 18 - access road rehabilitation,7,2031-06-20,2031-06-26,,Civil Contractor,15000,13500,13500,13500
687,3.19.1,Zone 19 - mobilize site compound,14,2030-11-04,2030-11-17,,Construction Contractor,50000,45000,45000,45000
688,3.19.2,Zone 19 - establish access roads,21,2030-11-09,2030-11-29,,Civil Contractor,80000,72000,72000,72000
689,3.19.3,Zone 19 - utility diversions & protections,28,2030-11-14,2030-12-11,,Utilities Contractor,100000,90000,90000,90000
690,3.19.4,Zone 19 - pile layout & markout,7,2030-11-16,2030-11-22,,Survey Team,15000,13500,13500,13500
691,3.19.5,Zone 19 - bore piles / drilled shafts (batch),30,2030-11-24,2030-12-23,,Pile Contractor,300000,270000,270000,270000
692,3.19.6,Zone 19 - cap beams & pile caps,14,2030-12-24,2031-01-06,,Concrete Contractor,120000,108000,108000,108000
693,3.19.7,Zone 19 - erect pylon segments 1-5,21,2031-01-13,2031-02-02,,Steel Erector,180000,162000,162000,162000
694,3.19.8,Zone 19 - install tube supports & saddles,14,2031-02-07,2031-02-20,,Assembly Crew,90000,81000,81000,81000
695,3.19.9,Zone 19 - tube section lift & place (10 sections),30,2031-02-22,2031-03-23,,Heavy Lift,250000,225000,225000,225000
696,3.19.10,Zone 19 - tube welding & seal welding,14,2031-03-24,2031-04-06,,Welding Team,80000,72000,72000,72000
697,3.19.11,Zone 19 - NDT & pressure testing,10,2031-04-08,2031-04-17,,QA Team,40000,36000,36000,36000
698,3.19.12,Zone 19 - pipework & HVAC for tube segment,21,2031-04-23,2031-05-13,,MEP Contractor,90000,81000,81000,81000
699,3.19.13,Zone 19 - install access hatches & maintenance walkways,10,2031-05-18,2031-05-27,,Steel Erector,30000,27000,27000,27000
700,3.19.14,Zone 19 - local controller & sensors install,14,2031-05-28,2031-06-10,,Control Systems,50000,45000,45000,45000
701,3.19.15,Zone 19 - cable tray & fiber install,10,2031-06-12,2031-06-21,,Telco Contractor,30000,27000,27000,27000
702,3.19.16,Zone 19 - access road rehabilitation,7,2031-06-27,2031-07-03,,Civil Contractor,15000,13500,13500,13500
703,3.20.1,Zone 20 - mobilize site compound,14,2030-11-11,2030-11-24,,Construction Contractor,50000,45000,45000,45000
704,3.20.2,Zone 20 - establish access roads,21,2030-11-16,2030-12-06,,Civil Contractor,80000,72000,72000,72000
705,3.20.3,Zone 20 - utility diversions & protections,28,2030-11-21,2030-12-18,,Utilities Contractor,100000,90000,90000,90000
706,3.20.4,Zone 20 - pile layout & markout,7,2030-11-23,2030-11-29,,Survey Team,15000,13500,13500,13500
707,3.20.5,Zone 20 - bore piles / drilled shafts (batch),30,2030-12-01,2030-12-30,,Pile Contractor,300000,270000,270000,270000
708,3.20.6,Zone 20 - cap beams & pile caps,14,2030-12-31,2031-01-13,,Concrete Contractor,120000,108000,108000,108000
709,3.20.7,Zone 20 - erect pylon segments 1-5,21,2031-01-20,2031-02-09,,Steel Erector,180000,162000,162000,162000
710,3.20.8,Zone 20 - install tube supports & saddles,14,2031-02-14,2031-02-27,,Assembly Crew,90000,81000,81000,81000
711,3.20.9,Zone 20 - tube section lift & place (10 sections),30,2031-03-01,2031-03-30,,Heavy Lift,250000,225000,225000,225000
712,3.20.10,Zone 20 - tube welding & seal welding,14,2031-03-31,2031-04-13,,Welding Team,80000,72000,72000,72000
713,3.20.11,Zone 20 - NDT & pressure testing,10,2031-04-15,2031-04-24,,QA Team,40000,36000,36000,36000
714,3.20.12,Zone 20 - pipework & HVAC for tube segment,21,2031-04-30,2031-05-20,,MEP Contractor,90000,81000,81000,81000
715,3.20.13,Zone 20 - install access hatches & maintenance walkways,10,2031-05-25,2031-06-03,,Steel Erector,30000,27000,27000,27000
716,3.20.14,Zone 20 - local controller & sensors install,14,2031-06-04,2031-06-17,,Control Systems,50000,45000,45000,45000
717,3.20.15,Zone 20 - cable tray & fiber install,10,2031-06-19,2031-06-28,,Telco Contractor,30000,27000,27000,27000
718,3.20.16,Zone 20 - access road rehabilitation,7,2031-07-04,2031-07-10,,Civil Contractor,15000,13500,13500,13500
719,3.21.1,Zone 21 - mobilize site compound,14,2030-11-18,2030-12-01,,Construction Contractor,50000,45000,45000,45000
720,3.21.2,Zone 21 - establish access roads,21,2030-11-23,2030-12-13,,Civil Contractor,80000,72000,72000,72000
721,3.21.3,Zone 21 - utility diversions & protections,28,2030-11-28,2030-12-25,,Utilities Contractor,100000,90000,90000,90000
722,3.21.4,Zone 21 - pile layout & markout,7,2030-11-30,2030-12-06,,Survey Team,15000,13500,13500,13500
723,3.21.5,Zone 21 - bore piles / drilled shafts (batch),30,2030-12-08,2031-01-06,,Pile Contractor,300000,270000,270000,270000
724,3.21.6,Zone 21 - cap beams & pile caps,14,2031-01-07,2031-01-20,,Concrete Contractor,120000,108000,108000,108000
725,3.21.7,Zone 21 - erect pylon segments 1-5,21,2031-01-27,2031-02-16,,Steel Erector,180000,162000,162000,162000
726,3.21.8,Zone 21 - install tube supports & saddles,14,2031-02-21,2031-03-06,,Assembly Crew,90000,81000,81000,81000
727,3.21.9,Zone 21 - tube section lift & place (10 sections),30,2031-03-08,2031-04-06,,Heavy Lift,250000,225000,225000,225000
728,3.21.10,Zone 21 - tube welding & seal welding,14,2031-04-07,2031-04-20,,Welding Team,80000,72000,72000,72000
729,3.21.11,Zone 21 - NDT & pressure testing,10,2031-04-22,2031-05-01,,QA Team,40000,36000,36000,36000
730,3.21.12,Zone 21 - pipework & HVAC for tube segment,21,2031-05-07,2031-05-27,,MEP Contractor,90000,81000,81000,81000
731,3.21.13,Zone 21 - install access hatches & maintenance walkways,10,2031-06-01,2031-06-10,,Steel Erector,30000,27000,27000,27000
732,3.21.14,Zone 21 - local controller & sensors install,14,2031-06-11,2031-06-24,,Control Systems,50000,45000,45000,45000
733,3.21.15,Zone 21 - cable tray & fiber install,10,2031-06-26,2031-07-05,,Telco Contractor,30000,27000,27000,27000
734,3.21.16,Zone 21 - access road rehabilitation,7,2031-07-11,2031-07-17,,Civil Contractor,15000,13500,13500,13500
735,3.22.1,Zone 22 - mobilize site compound,14,2030-11-25,2030-12-08,,Construction Contractor,50000,45000,45000,45000
736,3.22.2,Zone 22 - establish access roads,21,2030-11-30,2030-12-20,,Civil Contractor,80000,72000,72000,72000
737,3.22.3,Zone 22 - utility diversions & protections,28,2030-12-05,2031-01-01,,Utilities Contractor,100000,90000,90000,90000
738,3.22.4,Zone 22 - pile layout & markout,7,2030-12-07,2030-12-13,,Survey Team,15000,13500,13500,13500
739,3.22.5,Zone 22 - bore piles / drilled shafts (batch),30,2030-12-15,2031-01-13,,Pile Contractor,300000,270000,270000,270000
740,3.22.6,Zone 22 - cap beams & pile caps,14,2031-01-14,2031-01-27,,Concrete Contractor,120000,108000,108000,108000
741,3.22.7,Zone 22 - erect pylon segments 1-5,21,2031-02-03,2031-02-23,,Steel Erector,180000,162000,162000,162000
742,3.22.8,Zone 22 - install tube supports & saddles,14,2031-02-28,2031-03-13,,Assembly Crew,90000,81000,81000,81000
743,3.22.9,Zone 22 - tube section lift & place (10 sections),30,2031-03-15,2031-04-13,,Heavy Lift,250000,225000,225000,225000
744,3.22.10,Zone 22 - tube welding & seal welding,14,2031-04-14,2031-04-27,,Welding Team,80000,72000,72000,72000
745,3.22.11,Zone 22 - NDT & pressure testing,10,2031-04-29,2031-05-08,,QA Team,40000,36000,36000,36000
746,3.22.12,Zone 22 - pipework & HVAC for tube segment,21,2031-05-14,2031-06-03,,MEP Contractor,90000,81000,81000,81000
747,3.22.13,Zone 22 - install access hatches & maintenance walkways,10,2031-06-08,2031-06-17,,Steel Erector,30000,27000,27000,27000
748,3.22.14,Zone 22 - local controller & sensors install,14,2031-06-18,2031-07-01,,Control Systems,50000,45000,45000,45000
749,3.22.15,Zone 22 - cable tray & fiber install,10,2031-07-03,2031-07-12,,Telco Contractor,30000,27000,27000,27000
750,3.22.16,Zone 22 - access road rehabilitation,7,2031-07-18,2031-07-24,,Civil Contractor,15000,13500,13500,13500
751,3.23.1,Zone 23 - mobilize site compound,14,2030-12-02,2030-12-15,,Construction Contractor,50000,45000,45000,45000
752,3.23.2,Zone 23 - establish access roads,21,2030-12-07,2030-12-27,,Civil Contractor,80000,72000,72000,72000
753,3.23.3,Zone 23 - utility diversions & protections,28,2030-12-12,2031-01-08,,Utilities Contractor,100000,90000,90000,90000
754,3.23.4,Zone 23 - pile layout & markout,7,2030-12-14,2030-12-20,,Survey Team,15000,13500,13500,13500
755,3.23.5,Zone 23 - bore piles / drilled shafts (batch),30,2030-12-22,2031-01-20,,Pile Contractor,300000,270000,270000,270000
756,3.23.6,Zone 23 - cap beams & pile caps,14,2031-01-21,2031-02-03,,Concrete Contractor,120000,108000,108000,108000
757,3.23.7,Zone 23 - erect pylon segments 1-5,21,2031-02-10,2031-03-02,,Steel Erector,180000,162000,162000,162000
758,3.23.8,Zone 23 - install tube supports & saddles,14,2031-03-07,2031-03-20,,Assembly Crew,90000,81000,81000,81000
759,3.23.9,Zone 23 - tube section lift & place (10 sections),30,2031-03-22,2031-04-20,,Heavy Lift,250000,225000,225000,225000
760,3.23.10,Zone 23 - tube welding & seal welding,14,2031-04-21,2031-05-04,,Welding Team,80000,72000,72000,72000
761,3.23.11,Zone 23 - NDT & pressure testing,10,2031-05-06,2031-05-15,,QA Team,40000,36000,36000,36000
762,3.23.12,Zone 23 - pipework & HVAC for tube segment,21,2031-05-21,2031-06-10,,MEP Contractor,90000,81000,81000,81000
763,3.23.13,Zone 23 - install access hatches & maintenance walkways,10,2031-06-15,2031-06-24,,Steel Erector,30000,27000,27000,27000
764,3.23.14,Zone 23 - local controller & sensors install,14,2031-06-25,2031-07-08,,Control Systems,50000,45000,45000,45000
765,3.23.15,Zone 23 - cable tray & fiber install,10,2031-07-10,2031-07-19,,Telco Contractor,30000,27000,27000,27000
766,3.23.16,Zone 23 - access road rehabilitation,7,2031-07-25,2031-07-31,,Civil Contractor,15000,13500,13500,13500
767,3.24.1,Zone 24 - mobilize site compound,14,2030-12-09,2030-12-22,,Construction Contractor,50000,45000,45000,45000
768,3.24.2,Zone 24 - establish access roads,21,2030-12-14,2031-01-03,,Civil Contractor,80000,72000,72000,72000
769,3.24.3,Zone 24 - utility diversions & protections,28,2030-12-19,2031-01-15,,Utilities Contractor,100000,90000,90000,90000
770,3.24.4,Zone 24 - pile layout & markout,7,2030-12-21,2030-12-27,,Survey Team,15000,13500,13500,13500
771,3.24.5,Zone 24 - bore piles / drilled shafts (batch),30,2030-12-29,2031-01-27,,Pile Contractor,300000,270000,270000,270000
772,3.24.6,Zone 24 - cap beams & pile caps,14,2031-01-28,2031-02-10,,Concrete Contractor,120000,108000,108000,108000
773,3.24.7,Zone 24 - erect pylon segments 1-5,21,2031-02-17,2031-03-09,,Steel Erector,180000,162000,162000,162000
774,3.24.8,Zone 24 - install tube supports & saddles,14,2031-03-14,2031-03-27,,Assembly Crew,90000,81000,81000,81000
775,3.24.9,Zone 24 - tube section lift & place (10 sections),30,2031-03-29,2031-04-27,,Heavy Lift,250000,225000,225000,225000
776,3.24.10,Zone 24 - tube welding & seal welding,14,2031-04-28,2031-05-11,,Welding Team,80000,72000,72000,72000
777,3.24.11,Zone 24 - NDT & pressure testing,10,2031-05-13,2031-05-22,,QA Team,40000,36000,36000,36000
778,3.24.12,Zone 24 - pipework & HVAC for tube segment,21,2031-05-28,2031-06-17,,MEP Contractor,90000,81000,81000,81000
779,3.24.13,Zone 24 - install access hatches & maintenance walkways,10,2031-06-22,2031-07-01,,Steel Erector,30000,27000,27000,27000
780,3.24.14,Zone 24 - local controller & sensors install,14,2031-07-02,2031-07-15,,Control Systems,50000,45000,45000,45000
781,3.24.15,Zone 24 - cable tray & fiber install,10,2031-07-17,2031-07-26,,Telco Contractor,30000,27000,27000,27000
782,3.24.16,Zone 24 - access road rehabilitation,7,2031-08-01,2031-08-07,,Civil Contractor,15000,13500,13500,13500
783,3.25.1,Zone 25 - mobilize site compound,14,2030-12-16,2030-12-29,,Construction Contractor,50000,45000,45000,45000
784,3.25.2,Zone 25 - establish access roads,21,2030-12-21,2031-01-10,,Civil Contractor,80000,72000,72000,72000
785,3.25.3,Zone 25 - utility diversions & protections,28,2030-12-26,2031-01-22,,Utilities Contractor,100000,90000,90000,90000
786,3.25.4,Zone 25 - pile layout & markout,7,2030-12-28,2031-01-03,,Survey Team,15000,13500,13500,13500
787,3.25.5,Zone 25 - bore piles / drilled shafts (batch),30,2031-01-05,2031-02-03,,Pile Contractor,300000,270000,270000,270000
788,3.25.6,Zone 25 - cap beams & pile caps,14,2031-02-04,2031-02-17,,Concrete Contractor,120000,108000,108000,108000
789,3.25.7,Zone 25 - erect pylon segments 1-5,21,2031-02-24,2031-03-16,,Steel Erector,180000,162000,162000,162000
790,3.25.8,Zone 25 - install tube supports & saddles,14,2031-03-21,2031-04-03,,Assembly Crew,90000,81000,81000,81000
